family,run_dir,feature_id,lineage_observations,seed_observations,first_frame,last_frame,post_confirmation_observations,median_nearest_classical_px,median_motion_ratio_to_classical,passes_same_rule,feature_frames
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s690_d30,21874,5,5,106,110,1,9.381476,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s690_d30,21879,5,5,106,110,1,8.582580,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul12_cirs_s120_d30_lineage_separate12_probe,1626,5,5,10,15,1,11.721382,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul13_arbvg2_cirs_s900_d30_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul14frozen3way_cirs_s900_d30_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s690_d30_probe,21874,5,5,106,110,1,9.381476,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s690_d30_probe,21879,5,5,106,110,1,8.582580,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun24_s900_d30_age5_noformal_mirror_cap20_probe,1572,5,5,11,15,1,10.731763,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun24_s900_d30_age5_noformal_mirror_cap20_probe,1577,5,2,11,17,1,12.413169,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun24_s900_d30_age5_noformal_mirror_nosafesel_cap20_probe,1572,5,5,11,15,1,10.731763,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun24_s900_d30_age5_noformal_mirror_nosafesel_cap20_probe,1938,5,1,13,17,1,20.325668,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s690_d30_probe_oldcontract_densecap,21874,5,5,106,110,1,9.381476,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s690_d30_probe_oldcontract_densecap,21879,5,5,106,110,1,8.582580,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s900_d30_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s575_d30_mirror_densecap,1214,5,1,8,12,1,18.295310,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s575_d30_mirror_densecap,1217,5,1,8,12,1,20.255048,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s690_d30_probe_oldcontract_densecap,21874,5,5,106,110,1,9.381476,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s690_d30_probe_oldcontract_densecap,21879,5,5,106,110,1,8.582580,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s900_d30_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_trial_s900_d30_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun26_rerun_cirs_threeway_s900_d30_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun27_current_cirs_s900_d30_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun28_lineagesafe_dense_start_s900_d30_probe_oldcontract_densecap,1278,5,5,8,12,1,17.686014,,0,150
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s90_d10_probe_oldcontract_densecap,614,5,5,1,5,1,11.742718,1.257931,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s90_d10_probe_oldcontract_densecap,616,5,5,1,5,1,14.080781,3.227165,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s84p2_d10_probe_oldcontract_densecap,7423,5,5,44,48,1,12.563873,1.021675,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s84p2_d10_probe_oldcontract_densecap,7424,5,5,44,48,1,10.067591,0.984813,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s84p2_d10_probe_oldcontract_densecap,7425,5,5,44,48,1,10.660489,1.043946,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s36_d10_probe_oldcontract_densecap,1453,5,5,20,24,1,19.765911,1.112636,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord3_s36_d10_probe_oldcontract_densecap,1457,5,5,20,24,1,8.721903,0.991551,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord4_s34_d10_probe_oldcontract_densecap,6654,5,5,73,77,1,16.629872,0.591274,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe3_ntnu_mclab2_s50_d10,21804,5,5,92,96,1,24.014049,3.411276,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord4_s35_d10,6105,5,5,70,74,1,12.167538,1.050190,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s35_d10_probe_oldcontract_densecap,6105,5,5,70,74,1,12.167538,1.050190,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_gatefix_probe_ntnu_mclab1_s0_d10,4915,5,1,23,78,1,20.178245,,0,90
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_gatefix_probe_ntnu_mclab2_s110_d10,7121,5,5,40,44,1,27.859453,0.612432,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_gatefix_probe_ntnu_mclab2_s110_d10,7175,5,5,40,44,1,34.128192,0.302191,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s10_d10,2835,5,5,29,33,1,17.751432,,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab1_s0_d10,4912,5,5,14,18,1,19.018125,,0,90
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab1_s0_d10,4913,5,5,14,18,1,15.939270,,0,90
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab2_s110_d10,7121,5,5,40,44,1,27.859453,0.612432,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab2_s110_d10,7175,5,5,40,44,1,34.128192,0.302191,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab2_s120_d10,700,5,5,2,6,1,38.193768,0.442881,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_ntnu_mclab2_s110_d10,7121,5,5,40,44,1,27.859453,0.612432,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_ntnu_mclab2_s110_d10,7175,5,5,40,44,1,34.128192,0.302191,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_normmotion3_probe_ntnu_mclab2_s110_d10,7121,5,5,40,44,1,27.859453,0.612432,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_normmotion3_probe_ntnu_mclab2_s110_d10,7175,5,5,40,44,1,34.128192,0.302191,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_normmotion_probe_ntnu_mclab2_s110_d10,7121,5,5,40,44,1,27.859453,0.612432,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_normmotion_probe_ntnu_mclab2_s110_d10,7175,5,5,40,44,1,34.128192,0.302191,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_startgftt_probe_ntnu_mclab2_s110_d10,7121,5,5,40,44,1,27.859453,0.612432,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_startgftt_probe_ntnu_mclab2_s110_d10,7175,5,5,40,44,1,34.128192,0.302191,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul14_latedense_ntnu_mclab2_s110_d10_probe_oldcontract_densecap,7121,5,5,40,44,1,27.859453,0.612432,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul14_latedense_ntnu_mclab2_s110_d10_probe_oldcontract_densecap,7175,5,5,40,44,1,34.128192,0.302191,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul14frozen3way_mclab2_s110_d10_probe_oldcontract_densecap,7121,5,5,40,44,1,27.859453,0.612432,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul14frozen3way_mclab2_s110_d10_probe_oldcontract_densecap,7175,5,5,40,44,1,34.128192,0.302191,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen19_ntnu_fjord3_s260_d10_probe,20490,5,5,95,99,1,9.657913,,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen20_ntnu_fjord1_s140_d10_probe,5696,5,5,16,20,1,23.024280,2.333151,0,100
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen34_ntnu_fjord2_s340_d10_probe,598,5,5,1,5,1,26.124439,0.858090,0,100
